1.496e+11 0.0167 1.9891e+30 3.15636e+07 100000
0 1.52098e+11 0.0169812
315.636 1.52098e+11 0.0169152
631.271 1.52098e+11 0.0168491
946.907 1.52098e+11 0.016783
1262.54 1.52098e+11 0.016717
1578.18 1.52098e+11 0.0166509
1893.81 1.52098e+11 0.0165849
2209.45 1.52098e+11 0.0165188
2525.08 1.52098e+11 0.0164527
2840.72 1.52098e+11 0.0163867
3156.36 1.52098e+11 0.0163206
3471.99 1.52098e+11 0.0162546
3787.63 1.52098e+11 0.0161885
4103.26 1.52098e+11 0.0161224
4418.9 1.52098e+11 0.0160564
4734.53 1.52098e+11 0.0159903
5050.17 1.52098e+11 0.0159243
5365.81 1.52098e+11 0.0158582
5681.44 1.52098e+11 0.0157921
5997.08 1.52098e+11 0.0157261
6312.71 1.52098e+11 0.01566
6628.35 1.52098e+11 0.015594
6943.98 1.52098e+11 0.0155279
7259.62 1.52098e+11 0.0154618
7575.25 1.52098e+11 0.0153958
7890.89 1.52098e+11 0.0153297
8206.53 1.52098e+11 0.0152637
8522.16 1.52098e+11 0.0151976
8837.8 1.52098e+11 0.0151315
9153.43 1.52098e+11 0.0150655
9469.07 1.52098e+11 0.0149994
9784.7 1.52098e+11 0.0149333
10100.3 1.52098e+11 0.0148673
10416 1.52098e+11 0.0148012
10731.6 1.52098e+11 0.0147352
11047.2 1.52098e+11 0.0146691
11362.9 1.52098e+11 0.014603
11678.5 1.52098e+11 0.014537
11994.2 1.52098e+11 0.0144709
12309.8 1.52098e+11 0.0144049
12625.4 1.52098e+11 0.0143388
12941.1 1.52098e+11 0.0142727
13256.7 1.52098e+11 0.0142067
13572.3 1.52098e+11 0.0141406
13888 1.52098e+11 0.0140746
14203.6 1.52098e+11 0.0140085
14519.2 1.52098e+11 0.0139424
14834.9 1.52098e+11 0.0138764
15150.5 1.52098e+11 0.0138103
15466.1 1.52098e+11 0.0137443
15781.8 1.52098e+11 0.0136782
16097.4 1.52098e+11 0.0136121
16413.1 1.52098e+11 0.0135461
16728.7 1.52098e+11 0.01348
17044.3 1.52098e+11 0.013414
17360 1.52098e+11 0.0133479
17675.6 1.52098e+11 0.0132818
17991.2 1.52098e+11 0.0132158
18306.9 1.52098e+11 0.0131497
18622.5 1.52098e+11 0.0130837
18938.1 1.52098e+11 0.0130176
19253.8 1.52098e+11 0.0129515
19569.4 1.52098e+11 0.0128855
19885 1.52098e+11 0.0128194
20200.7 1.52098e+11 0.0127534
20516.3 1.52098e+11 0.0126873
20832 1.52098e+11 0.0126212
21147.6 1.52098e+11 0.0125552
21463.2 1.52098e+11 0.0124891
21778.9 1.52098e+11 0.0124231
22094.5 1.52098e+11 0.012357
22410.1 1.52098e+11 0.0122909
22725.8 1.52098e+11 0.0122249
23041.4 1.52098e+11 0.0121588
23357 1.52098e+11 0.0120928
23672.7 1.52098e+11 0.0120267
23988.3 1.52098e+11 0.0119606
24303.9 1.52098e+11 0.0118946
24619.6 1.52098e+11 0.0118285
24935.2 1.52098e+11 0.0117625
25250.8 1.52098e+11 0.0116964
25566.5 1.52098e+11 0.0116303
25882.1 1.52098e+11 0.0115643
26197.8 1.52098e+11 0.0114982
26513.4 1.52098e+11 0.0114322
26829 1.52098e+11 0.0113661
27144.7 1.52098e+11 0.0113
27460.3 1.52098e+11 0.011234
27775.9 1.52098e+11 0.0111679
28091.6 1.52098e+11 0.0111019
28407.2 1.52098e+11 0.0110358
28722.8 1.52098e+11 0.0109697
29038.5 1.52098e+11 0.0109037
29354.1 1.52098e+11 0.0108376
29669.7 1.52098e+11 0.0107716
29985.4 1.52098e+11 0.0107055
30301 1.52098e+11 0.0106394
30616.7 1.52098e+11 0.0105734
30932.3 1.52098e+11 0.0105073
31247.9 1.52098e+11 0.0104413
31563.6 1.52098e+11 0.0103752
31879.2 1.52098e+11 0.0103091
32194.8 1.52098e+11 0.0102431
