1.496e+11 0.3167 1.9891e+30 3.15636e+07 100000
0 1.84774e+11 0.540421
315.636 1.84785e+11 0.540155
631.271 1.84796e+11 0.539889
946.907 1.84807e+11 0.539623
1262.54 1.84818e+11 0.539356
1578.18 1.84829e+11 0.53909
1893.81 1.8484e+11 0.538823
2209.45 1.84851e+11 0.538557
2525.08 1.84862e+11 0.538291
2840.72 1.84873e+11 0.538025
3156.36 1.84884e+11 0.537759
3471.99 1.84895e+11 0.537493
3787.63 1.84906e+11 0.537226
4103.26 1.84917e+11 0.536961
4418.9 1.84928e+11 0.536695
4734.53 1.84939e+11 0.536429
5050.17 1.84949e+11 0.536163
5365.81 1.8496e+11 0.535897
5681.44 1.84971e+11 0.535631
5997.08 1.84982e+11 0.535365
6312.71 1.84993e+11 0.535099
6628.35 1.85004e+11 0.534833
6943.98 1.85015e+11 0.534567
7259.62 1.85026e+11 0.534302
7575.25 1.85037e+11 0.534036
7890.89 1.85048e+11 0.53377
8206.53 1.85059e+11 0.533504
8522.16 1.85069e+11 0.533239
8837.8 1.8508e+11 0.532973
9153.43 1.85091e+11 0.532707
9469.07 1.85102e+11 0.532442
9784.7 1.85113e+11 0.532176
10100.3 1.85124e+11 0.53191
10416 1.85135e+11 0.531644
10731.6 1.85146e+11 0.531379
11047.2 1.85156e+11 0.531113
11362.9 1.85167e+11 0.530848
11678.5 1.85178e+11 0.530582
11994.2 1.85189e+11 0.530317
12309.8 1.852e+11 0.530051
12625.4 1.85211e+11 0.529786
12941.1 1.85221e+11 0.52952
13256.7 1.85232e+11 0.529255
13572.3 1.85243e+11 0.52899
13888 1.85254e+11 0.528724
14203.6 1.85265e+11 0.528459
14519.2 1.85276e+11 0.528193
14834.9 1.85286e+11 0.527928
15150.5 1.85297e+11 0.527663
15466.1 1.85308e+11 0.527398
15781.8 1.85319e+11 0.527132
16097.4 1.85329e+11 0.526867
16413.1 1.8534e+11 0.526602
16728.7 1.85351e+11 0.526337
17044.3 1.85362e+11 0.526072
17360 1.85373e+11 0.525807
17675.6 1.85383e+11 0.525542
17991.2 1.85394e+11 0.525277
18306.9 1.85405e+11 0.525011
18622.5 1.85415e+11 0.524747
18938.1 1.85426e+11 0.524482
19253.8 1.85437e+11 0.524216
19569.4 1.85448e+11 0.523952
19885 1.85458e+11 0.523687
20200.7 1.85469e+11 0.523422
20516.3 1.8548e+11 0.523157
20832 1.85491e+11 0.522892
21147.6 1.85501e+11 0.522628
21463.2 1.85512e+11 0.522363
21778.9 1.85523e+11 0.522098
22094.5 1.85533e+11 0.521833
22410.1 1.85544e+11 0.521568
22725.8 1.85555e+11 0.521303
23041.4 1.85565e+11 0.521039
23357 1.85576e+11 0.520774
23672.7 1.85587e+11 0.52051
23988.3 1.85597e+11 0.520245
24303.9 1.85608e+11 0.51998
24619.6 1.85619e+11 0.519716
24935.2 1.85629e+11 0.519451
25250.8 1.8564e+11 0.519187
25566.5 1.85651e+11 0.518922
25882.1 1.85661e+11 0.518658
26197.8 1.85672e+11 0.518393
26513.4 1.85683e+11 0.518128
26829 1.85693e+11 0.517864
27144.7 1.85704e+11 0.5176
27460.3 1.85714e+11 0.517335
27775.9 1.85725e+11 0.517071
28091.6 1.85736e+11 0.516807
28407.2 1.85746e+11 0.516543
28722.8 1.85757e+11 0.516278
29038.5 1.85767e+11 0.516014
29354.1 1.85778e+11 0.51575
29669.7 1.85789e+11 0.515486
29985.4 1.85799e+11 0.515222
30301 1.8581e+11 0.514957
30616.7 1.8582e+11 0.514693
30932.3 1.85831e+11 0.514429
31247.9 1.85841e+11 0.514165
31563.6 1.85852e+11 0.5139
31879.2 1.85862e+11 0.513637
32194.8 1.85873e+11 0.513372
32510.5 1.85884e+11 0.513108
32826.1 1.85894e+11 0.512845
33141.7 1.85905e+11 0.51258
33457.4 1.85915e+11 0.512317
33773 1.85926e+11 0.512053
34088.6 1.85936e+11 0.511789
34404.3 1.85947e+11 0.511525
34719.9 1.85957e+11 0.511261
35035.6 1.85968e+11 0.510998
35351.2 1.85978e+11 0.510733
35666.8 1.85989e+11 0.51047
35982.5 1.85999e+11 0.510206
36298.1 1.8601e+11 0.509942
36613.7 1.8602e+11 0.509679
36929.4 1.86031e+11 0.509415
37245 1.86041e+11 0.509151
37560.6 1.86052e+11 0.508888
37876.3 1.86062e+11 0.508624
38191.9 1.86072e+11 0.50836
38507.5 1.86083e+11 0.508096
38823.2 1.86093e+11 0.507833
39138.8 1.86104e+11 0.50757
39454.5 1.86114e+11 0.507306
39770.1 1.86125e+11 0.507043
40085.7 1.86135e+11 0.506779
40401.4 1.86146e+11 0.506515
40717 1.86156e+11 0.506252
41032.6 1.86166e+11 0.505988
41348.3 1.86177e+11 0.505725
41663.9 1.86187e+11 0.505462
41979.5 1.86198e+11 0.505198
42295.2 1.86208e+11 0.504935
42610.8 1.86218e+11 0.504672
42926.4 1.86229e+11 0.504409
43242.1 1.86239e+11 0.504145
43557.7 1.8625e+11 0.503882
43873.4 1.8626e+11 0.503619
44189 1.8627e+11 0.503356
